company_name,ticker_code,industry,market,market_type,fiscal_period,prefecture,stock_price,market_cap,pbr,per_forward,per_trailing,per_previous,payout_ratio,dividend_yield,eps_trailing,eps_forward,eps_previous,revenue,operating_income,operating_margin,net_income,profit_margin,roe,equity_ratio,total_liabilities,current_liabilities,current_assets,total_debt,cash_and_equivalents,investment_securities,net_cash,net_cash_ratio,week52_high,week52_low,week52_high_ratio,volume_current,volume_avg_10d,volume_avg_90d,volume_surge_ratio,short_percent_float,short_ratio,beta,ma5,ma25,ma75,ma5_deviation,ma25_deviation,ma75_deviation,rsi14,bb_upper,bb_lower,bb_width,bb_pct_b
Ａｂａｌａｎｃｅ,3856,電気機器,スタンダード（内国株式）,JP,2024-06-30,東京都,512.0,9702733824.0,0.2608121,,1.4384851,1.764669920968803,0.0139999995,0.007707129,355.93,,290.40999515749377,208972000000.0,23353000000.0,0.11744001,9530000000.0,0.01313,,0.16050155487337936,107743000000.0,83261000000.0,89197000000.0,44955000000.0,37740000000.0,2582000000.0,-16738600000.0,-1.7251426560415968,1400.0,328.0,0.3657,237000.0,366710.0,426101.0,0.5196,,,0.926,566.4,616.88,545.16,-0.096,-0.17,-0.0608,36.25,699.53,534.23,165.3,-0.1345
ユビキタスＡＩ,3858,情報・通信業,スタンダード（内国株式）,JP,2025-03-31,東京都,331.0,3461890304.0,1.6461684,,,107.76782179331308,0.0,0.0,-3.05,,3.145651404648087,4138789000.0,96498000.0,-0.16500999,91084000.0,-0.029579999,-0.05633,0.694410568281014,1054429000.0,730717000.0,2513353000.0,65414000.0,1346054000.0,265341000.0,1644662700.0,0.4750764916206889,507.0,321.0,0.6529,17600.0,39720.0,92978.0,0.1925,,,0.556,332.0,341.2,366.29,-0.003,-0.0299,-0.0964,50.0,361.88,320.52,41.36,0.2534
王子ホールディングス,3861,パルプ・紙,プライム（内国株式）,JP,2025-03-31,東京都,849.0,752801873920.0,0.72928494,11.1198435,24.573084,11.259906012815401,0.86910003,0.03508772,34.55,76.35,51.30000002251417,1849264000000.0,67687000000.0,0.02079,46171000000.0,0.0,0.025969999,0.41814400595059636,1502241000000.0,738818000000.0,806504000000.0,903388000000.0,58429000000.0,197835000000.0,-557252500000.0,-0.7402379288700057,990.7,601.7,0.857,4326500.0,4422320.0,4302303.0,1.0252,,,,852.02,866.09,890.48,-0.0035,-0.0197,-0.0466,55.87,913.1,819.08,94.02,0.3182
日本製紙,3863,パルプ・紙,プライム（内国株式）,JP,2025-03-31,東京都,1322.0,152733138944.0,0.31477657,10.960948,8.642782,4.989077601357572,0.09810001,0.011547344,152.96,120.61,197.0899995579403,1182431000000.0,19708000000.0,0.02009,4539000000.0,0.010319999,0.02888,0.2829928586022023,1192875000000.0,479192000000.0,638305000000.0,874926000000.0,185941000000.0,172984000000.0,-433481200000.0,-2.838160748853181,1347.0,987.0,0.9814,760300.0,810010.0,743450.0,1.209,,,0.262,1302.0,1260.58,1210.06,0.0154,0.0487,0.0925,84.49,1336.0,1185.16,150.84,0.9072
三菱製紙,3864,パルプ・紙,プライム（内国株式）,JP,2025-03-31,東京都,895.0,39208476672.0,0.4755079,16.574074,11.904762,6.398407407341871,0.19940001,0.016759777,75.18,54.0,95.28000015902849,175942000000.0,4567000000.0,-0.029690001,4343000000.0,-0.00065,-0.00107,0.40944783567143894,122937000000.0,88882000000.0,91512000000.0,72334000000.0,6239000000.0,24813000000.0,-14055900000.0,-0.3584913567947351,924.0,583.0,0.9686,185600.0,187160.0,326890.0,0.6838,,,0.23,882.8,833.72,742.66,0.0138,0.0735,0.2051,95.76,904.05,763.38,140.68,0.9356
北越コーポレーション,3865,パルプ・紙,プライム（内国株式）,JP,2025-03-31,東京都,932.0,156793864192.0,0.58202344,9.3293295,13.495512,22.252909036557153,0.34759998,0.02561366,69.06,99.9,49.84651025069086,305718000000.0,19728000000.0,0.04586,15529000000.0,0.036340002,0.04042,0.6329395868048758,153014000000.0,82005000000.0,179486000000.0,90630000000.0,27644000000.0,30608000000.0,47897600000.0,0.30548134167640373,1172.0,809.0,0.7952,330300.0,340700.0,330257.0,1.1512,,,0.293,938.8,947.97,935.19,-0.0072,-0.0168,-0.0034,57.3,1032.1,863.84,168.26,0.4051
みのや,386A,小売業,スタンダード（内国株式）,JP,2024-06-30,埼玉県,1341.0,4834305024.0,1.2978002,,18.903297,,0.0,0.0,70.94,,,,,0.03603,,0.01017,,0.32541649810982043,5182736000.0,3554514000.0,3233742000.0,2247262000.0,1108145000.0,176398000.0,-1825515400.0,-0.37761692548095205,2980.0,1341.0,0.45,16200.0,12550.0,14622.0,0.8022,,,,1370.6,1429.72,1544.95,-0.0216,-0.0621,-0.132,32.85,1535.55,1323.89,211.67,0.0809
中越パルプ工業,3877,パルプ・紙,プライム（内国株式）,JP,2025-03-31,,1911.0,24012746752.0,0.4097987,,33.55575,4.486403910247548,1.3155999,0.039205436,56.95,,285.81357633794113,111009000000.0,4848000000.0,-0.00296,1761000000.0,0.0028600001,-0.01107,0.4666989367288002,65948000000.0,52103000000.0,54612000000.0,37194000000.0,9005000000.0,11651000000.0,-3180300000.0,-0.13244215802738668,2087.0,1354.0,0.9157,34500.0,28420.0,37995.0,0.7234,,,,1898.0,1872.07,1933.46,0.0068,0.0208,-0.0116,79.29,1933.21,1810.93,122.28,0.8184
巴川コーポレーション,3878,化学,スタンダード（内国株式）,JP,2025-03-31,,884.0,8668687360.0,0.5290625,8.110092,15.503332,10.59196599794063,0.26299998,0.016574586,57.02,109.0,57.2748841533509,34432000000.0,1286000000.0,0.029879998,749000000.0,0.0166,0.04081,0.33065723522902335,26460000000.0,18197000000.0,21639000000.0,13882000000.0,4925000000.0,6318000000.0,-398400000.0,-0.04595851522323214,949.0,596.0,0.9315,66200.0,120150.0,48375.0,1.8608,,,0.608,900.2,836.63,812.37,-0.018,0.0566,0.0882,64.12,929.13,744.12,185.01,0.756
フラー,387A,情報・通信業,グロース（内国株式）,JP,2024-06-30,新潟県,1114.0,1891037312.0,1.6542672,,11.547631,265.1367411474441,0.0,0.0,96.47,,16.97237425686515,,,0.03656,,0.08274,,0.595837630976246,520762000.0,294523000.0,1137985000.0,228319000.0,886065000.0,19769000.0,631061300.0,0.33371171261162297,5420.0,1045.0,0.2055,1800.0,2250.0,6436.0,0.1898,,,,1101.0,1095.32,1330.01,0.0118,0.0171,-0.1624,67.35,1147.38,1043.26,104.11,0.6794
